cantidad,tamano_num,monto_total,categoria,tamano_proveedor,region_comprador
3,2,17571.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,19980.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
200,2,808000.0,Productos lácteos y huevos,Pequeña,Region del Maule
40,2,132000.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
1,2,3600.0,Condimentos y preservantes,Pequeña,Region de la Araucania
5,2,10505.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
2,2,3820.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de la Araucania
140,2,210000.0,Productos de panadería,Pequeña,Region del Biobio
10,2,22160.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
5,2,46525.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
5,2,15080.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
20,2,30680.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
30,2,73500.0,Productos de panadería,Pequeña,Region de la Araucania
10,2,142250.0,Bebidas,Pequeña,Region de Tarapaca
2,2,30000.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
30,2,75000.0,Bebidas,Pequeña,Region de la Araucania
166,2,1105394.0,Productos de carne y aves de corral,Pequeña,Region de Coquimbo
1,2,12215.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
3,2,3927.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
100,2,122600.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
2,3,14202.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
10,3,40340.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
60,2,30660.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
25,2,38325.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
3,2,7854.0,Alimentos preparados y conservados,Pequeña,Region Aysen del General Carlos IbaNez del Campo
1,2,26471.0,Cereales y Legumbres,Pequeña,Region Aysen del General Carlos IbaNez del Campo
3,3,4098.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
20,2,30660.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
1,2,8176.0,Condimentos y preservantes,Pequeña,Region de Valparaiso
30,2,30660.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
15,2,30660.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
1,2,1798.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,10460.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
7,2,18452.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
4,2,64552.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
2,2,12562.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
7,2,14476.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
1,2,777.0,Condimentos y preservantes,Pequeña,Region de los Lagos
1,2,10978.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
2,2,7060.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
30,2,216810.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region del Maule
200,2,586000.0,Productos de panadería,Pequeña,Region del Maule
1,2,12900.0,Productos lácteos y huevos,Pequeña,Region de la Araucania
80,1,67200.0,"Frutas, verduras y frutos secos",Micro,Region del Biobio
4,2,10000.0,Bebidas,Pequeña,Region de la Araucania
1,2,2353.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
1,2,1933.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
2,2,4432.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
12,2,10872.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,13296.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,11846.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
1,2,28358.0,Cereales y Legumbres,Pequeña,Region Aysen del General Carlos IbaNez del Campo
2,2,4900.0,Productos de panadería,Pequeña,Region de la Araucania
12,2,4800.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
7,2,129500.0,Productos de carne y aves de corral,Pequeña,Region de la Araucania
12,2,119880.0,Productos de carne y aves de corral,Pequeña,Region de la Araucania
4,2,4000.0,Condimentos y preservantes,Pequeña,Region de la Araucania
3,2,8400.0,Cereales y Legumbres,Pequeña,Region de la Araucania
30,3,13500.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
5,3,25000.0,Condimentos y preservantes,Mediana,Region de Atacama
24,2,15120.0,Productos lácteos y huevos,Pequeña,Region Aysen del General Carlos IbaNez del Campo
2,2,16806.0,Productos de carne y aves de corral,Pequeña,Region Aysen del General Carlos IbaNez del Campo
2,2,20800.0,Productos lácteos y huevos,Pequeña,Region de la Araucania
1,2,4300.0,Productos de panadería,Pequeña,Region de la Araucania
17,2,61200.0,Productos de carne y aves de corral,Pequeña,Region de la Araucania
30,4,674220.0,Cereales y Legumbres,Grande,Region de Magallanes y de la Antartica
60,2,316140.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
80,2,423120.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
80,2,94080.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
120,2,50400.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
40,2,50400.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
40,3,56000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
50,3,40000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
40,3,56000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
6,2,13566.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
1,2,15000.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
6,2,7800.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
10,2,17000.0,Productos de carne y aves de corral,Pequeña,Region de la Araucania
30,2,41700.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
15,2,28350.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
160,4,798400.0,Productos de carne y aves de corral,Grande,Region de Magallanes y de la Antartica
160,4,1118400.0,Productos de carne y aves de corral,Grande,Region de Magallanes y de la Antartica
5,2,14180.0,Cereales y Legumbres,Pequeña,Region Aysen del General Carlos IbaNez del Campo
1,2,21882.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,18610.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
6,2,4770.0,Condimentos y preservantes,Pequeña,Region de los Lagos
2,2,9048.0,Cereales y Legumbres,Pequeña,Region de los Lagos
20,2,58000.0,Aceites y grasas comestibles,Pequeña,Region de la Araucania
2,2,6600.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de la Araucania
20,2,46840.0,Bebidas,Pequeña,Region de la Araucania
20,2,68000.0,Bebidas,Pequeña,Region de la Araucania
8,2,24800.0,Productos lácteos y huevos,Pequeña,Region de la Araucania
4,2,10004.0,Condimentos y preservantes,Pequeña,Region de la Araucania
5,2,7855.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
6,2,9426.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
4,2,6108.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region Aysen del General Carlos IbaNez del Campo
4,2,4884.0,Bebidas,Pequeña,Region Aysen del General Carlos IbaNez del Campo
8,2,6720.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
12,2,15000.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
4,2,8800.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
80,2,240000.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
40,2,132000.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
10,2,29900.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de la Araucania
2,2,4116.0,Productos lácteos y huevos,Pequeña,Region Aysen del General Carlos IbaNez del Campo
2,2,9596.0,Productos lácteos y huevos,Pequeña,Region Aysen del General Carlos IbaNez del Campo
4,2,2284.0,Condimentos y preservantes,Pequeña,Region Aysen del General Carlos IbaNez del Campo
1,2,2016.0,Condimentos y preservantes,Pequeña,Region Aysen del General Carlos IbaNez del Campo
1,3,6747.0,Productos de carne y aves de corral,Mediana,Region Aysen del General Carlos IbaNez del Campo
16,2,8176.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
7,2,10731.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
33,1,61017.0,Bebidas,Micro,Region de Atacama
60,2,120000.0,Bebidas,Pequeña,Region de Valparaiso
2,2,52942.0,Cereales y Legumbres,Pequeña,Region Aysen del General Carlos IbaNez del Campo
3,2,3276.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
2,2,4116.0,Productos lácteos y huevos,Pequeña,Region Aysen del General Carlos IbaNez del Campo
15,2,27150.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
2,2,1308.0,Condimentos y preservantes,Pequeña,Region Aysen del General Carlos IbaNez del Campo
8,2,10400.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
12,2,46800.0,Aceites y grasas comestibles,Pequeña,Region de la Araucania
3,2,26166.0,Productos de carne y aves de corral,Pequeña,Region Aysen del General Carlos IbaNez del Campo
10,2,8180.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
2,2,3698.0,Aceites y grasas comestibles,Pequeña,Region Aysen del General Carlos IbaNez del Campo
2,3,2732.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
5,2,5380.0,Alimentos preparados y conservados,Pequeña,Region Aysen del General Carlos IbaNez del Campo
1,2,26471.0,Cereales y Legumbres,Pequeña,Region Aysen del General Carlos IbaNez del Campo
1,3,1708.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
1,2,69328.0,Productos de panadería,Pequeña,Region de Arica y Parinacota
20,2,25200.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
20,2,38640.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
1,2,1150.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
30,2,41700.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
14,2,40600.0,Aceites y grasas comestibles,Pequeña,Region de la Araucania
50,3,40000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
40,3,52000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
10,3,396000.0,Productos lácteos y huevos,Mediana,Region de Atacama
12,3,30252.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
10,3,13680.0,Cereales y Legumbres,Mediana,Region Aysen del General Carlos IbaNez del Campo
25,2,39750.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
100,2,129000.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
1,2,11343.0,Alimentos preparados y conservados,Pequeña,Region Aysen del General Carlos IbaNez del Campo
91,2,122850.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
107,2,187250.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
5,2,82500.0,Productos de carne y aves de corral,Pequeña,Region de la Araucania
4,2,11960.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de la Araucania
5,2,10500.0,Condimentos y preservantes,Pequeña,Region de la Araucania
6,2,6540.0,Alimentos preparados y conservados,Pequeña,Region Aysen del General Carlos IbaNez del Campo
2,2,6810.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,3490.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
5,2,21380.0,Productos de carne y aves de corral,Pequeña,Region Aysen del General Carlos IbaNez del Campo
1,2,1309.0,Bebidas,Pequeña,Region Aysen del General Carlos IbaNez del Campo
12,2,28680.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
6,2,12600.0,Condimentos y preservantes,Pequeña,Region de la Araucania
300,4,1138080.0,"Tabaco, productos para fumar y substitutos",Grande,Region de Valparaiso
40,3,56000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
50,3,40000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
5,2,8500.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
12,2,40800.0,Bebidas,Pequeña,Region de la Araucania
15,2,28350.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
2,2,3596.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
3,2,11301.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
1,2,10978.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
100,2,27200.0,Bebidas,Pequeña,Region de los Lagos
480,4,1517424.0,"Tabaco, productos para fumar y substitutos",Grande,Region de Valparaiso
50,3,40000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
1,2,8722.0,Productos de carne y aves de corral,Pequeña,Region Aysen del General Carlos IbaNez del Campo
4,2,15356.0,Pescados y mariscos,Pequeña,Region Aysen del General Carlos IbaNez del Campo
110,4,1594450.0,Cereales y Legumbres,Grande,Region del Maule
1,2,4874.0,Bebidas,Pequeña,Region Aysen del General Carlos IbaNez del Campo
10,3,22270.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
24,3,23184.0,Alimentos preparados y conservados,Mediana,Region Aysen del General Carlos IbaNez del Campo
10,2,100840.0,Productos lácteos y huevos,Pequeña,Region de la Araucania
30,3,22500.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
29,2,103182.0,Productos de panadería,Pequeña,Region de la Araucania
4,2,51600.0,Productos lácteos y huevos,Pequeña,Region de la Araucania
3,2,26175.0,Productos lácteos y huevos,Pequeña,Region Aysen del General Carlos IbaNez del Campo
3,2,14394.0,Productos lácteos y huevos,Pequeña,Region Aysen del General Carlos IbaNez del Campo
4,2,5060.0,Bebidas,Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,2,105380.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
25,2,39750.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
4,2,3864.0,Alimentos preparados y conservados,Pequeña,Region Aysen del General Carlos IbaNez del Campo
30,3,36000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
4,3,13444.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
1,3,7672.0,Productos de carne y aves de corral,Mediana,Region Aysen del General Carlos IbaNez del Campo
5,3,22480.0,Productos de carne y aves de corral,Mediana,Region Aysen del General Carlos IbaNez del Campo
2,2,2606.0,Bebidas,Pequeña,Region Aysen del General Carlos IbaNez del Campo
30,3,15000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
80,3,258800.0,Productos de carne y aves de corral,Mediana,Region Aysen del General Carlos IbaNez del Campo
15,3,25215.0,Productos lácteos y huevos,Mediana,Region Aysen del General Carlos IbaNez del Campo
12,2,64092.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
6,2,59940.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
3,2,1989.0,Condimentos y preservantes,Pequeña,Region de los Lagos
50,2,94500.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
24,2,16920.0,Bebidas,Pequeña,Region de Tarapaca
7,2,8750.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
7,2,6342.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
60,2,95400.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
80,2,135200.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
5,2,18000.0,Productos de carne y aves de corral,Pequeña,Region de la Araucania
4,2,19512.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de los Lagos
24,2,12720.0,Condimentos y preservantes,Pequeña,Region de los Lagos
3,2,6174.0,Condimentos y preservantes,Pequeña,Region de los Lagos
2,2,3820.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de la Araucania
7,2,13930.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
40,2,79600.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
30,2,96000.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
80,2,240000.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
30,2,99000.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
3,2,14400.0,Productos de carne y aves de corral,Pequeña,Region de la Araucania
15,2,15750.0,Condimentos y preservantes,Pequeña,Region de la Araucania
8,2,10320.0,Alimentos preparados y conservados,Pequeña,Region de la Araucania
220,1,4818000.0,Productos de carne y aves de corral,Micro,Region del Nuble
6,2,3762.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,11970.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,4992.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,9380.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
4,2,6136.0,Alimentos preparados y conservados,Pequeña,Region de los Lagos
1,2,2534454.0,Productos de panadería,Pequeña,Region de Arica y Parinacota
4,2,7960.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
20,2,64000.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
2,2,5680.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
60,2,180000.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
46,2,73140.0,Productos de carne y aves de corral,Pequeña,Region de la Araucania
200,2,808000.0,Productos lácteos y huevos,Pequeña,Region del Maule
5,2,42855.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region del Maule
25,3,94200.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
113,2,878462.0,Productos de carne y aves de corral,Pequeña,Region de Coquimbo
60,2,75000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
60,2,75000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
64,2,99200.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
40,2,285720.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region del Maule
215,2,509120.0,Bebidas,Pequeña,Region de la Araucania
10,2,19800.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
15,3,24585.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
6,2,3762.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
1,2,2216.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,35142.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
2,2,3598.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,15960.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
8,2,18472.0,Condimentos y preservantes,Pequeña,Region de los Lagos
15,2,28350.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,2,27800.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
40,3,52000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
75,2,94575.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
40,3,56000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
40,3,56000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
4,2,21156.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
10,1,219000.0,Productos de carne y aves de corral,Micro,Region del Nuble
37,2,81437.0,Productos lácteos y huevos,Pequeña,Region de la Araucania
43,2,86000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
28,2,70000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
64,2,112000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
1,2,2501.0,Condimentos y preservantes,Pequeña,Region de la Araucania
3,2,2331.0,Condimentos y preservantes,Pequeña,Region de los Lagos
1,2,7639.0,Condimentos y preservantes,Pequeña,Region de los Lagos
4,2,8160.0,Condimentos y preservantes,Pequeña,Region de los Lagos
2,2,11328.0,Cereales y Legumbres,Pequeña,Region de los Lagos
37,2,131646.0,Alimentos preparados y conservados,Pequeña,Region de la Araucania
60,2,15000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
60,2,78000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
64,2,99200.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
8,2,15920.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
30,2,96000.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
110,2,44000.0,Productos lácteos y huevos,Pequeña,Region de la Araucania
11,2,42900.0,Aceites y grasas comestibles,Pequeña,Region de la Araucania
4,2,30000.0,Condimentos y preservantes,Pequeña,Region de la Araucania
4,2,11360.0,Cereales y Legumbres,Pequeña,Region de la Araucania
150,4,165000.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Grande,Region de Magallanes y de la Antartica
6,2,17646.0,Productos lácteos y huevos,Pequeña,Region de la Araucania
60,2,107400.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
18,2,100800.0,Productos de carne y aves de corral,Pequeña,Region de la Araucania
24,3,38448.0,Pescados y mariscos,Mediana,Region Aysen del General Carlos IbaNez del Campo
40,3,34400.0,Alimentos preparados y conservados,Mediana,Region Aysen del General Carlos IbaNez del Campo
40,2,75680.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
60,2,83400.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
4,2,4304.0,Alimentos preparados y conservados,Pequeña,Region Aysen del General Carlos IbaNez del Campo
80,2,151200.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
80,2,151200.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
132,2,198000.0,Productos de panadería,Pequeña,Region del Biobio
100,2,226900.0,Aceites y grasas comestibles,Pequeña,Region del Maule
27,2,54000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
132,2,878988.0,Productos de carne y aves de corral,Pequeña,Region de Coquimbo
4,2,5760.0,Alimentos preparados y conservados,Pequeña,Region Aysen del General Carlos IbaNez del Campo
4,2,4884.0,Bebidas,Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,2,60000.0,Productos de panadería,Pequeña,Region de la Araucania
2,2,15966.0,Alimentos preparados y conservados,Pequeña,Region de la Araucania
25,2,33625.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
200,4,2899000.0,Cereales y Legumbres,Grande,Region del Maule
4,2,7732.0,Condimentos y preservantes,Pequeña,Region Aysen del General Carlos IbaNez del Campo
2,2,3624.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
3,2,20502.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
6,2,32046.0,Productos de carne y aves de corral,Pequeña,Region de los Lagos
180,2,43200.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
30,3,15000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
200,2,258000.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
20,2,27800.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
25,2,39750.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
12,2,4800.0,"Frutas, verduras y frutos secos",Pequeña,Region de la Araucania
18,2,23400.0,Productos lácteos y huevos,Pequeña,Region de la Araucania
10,2,104950.0,Bebidas,Pequeña,Region de Tarapaca
1,2,1471.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region Aysen del General Carlos IbaNez del Campo
3,2,16230.0,Productos de carne y aves de corral,Pequeña,Region Aysen del General Carlos IbaNez del Campo
3,2,19416.0,Pescados y mariscos,Pequeña,Region Aysen del General Carlos IbaNez del Campo
90,2,121500.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
1,2,90000.0,Productos de carne y aves de corral,Pequeña,Region de la Araucania
1,2,1681.0,Alimentos preparados y conservados,Pequeña,Region Aysen del General Carlos IbaNez del Campo
3,3,7686.0,Productos lácteos y huevos,Mediana,Region Aysen del General Carlos IbaNez del Campo
3,2,4614.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
26,2,52000.0,"Frutas, verduras y frutos secos",Pequeña,Region del Biobio
10,2,56300.0,Alimentos preparados y conservados,Pequeña,Region del Maule
20,2,51800.0,Productos de carne y aves de corral,Pequeña,Region Aysen del General Carlos IbaNez del Campo
30,3,46710.0,"Frutas, verduras y frutos secos",Mediana,Region Aysen del General Carlos IbaNez del Campo
6,2,25212.0,Bebidas,Pequeña,Region de la Araucania
2,2,7328.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
1,2,2967.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region Aysen del General Carlos IbaNez del Campo
10,2,18920.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
3,3,10500.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
5,3,27500.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
10,3,14000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
40,3,60000.0,"Frutas, verduras y frutos secos",Mediana,Region de Atacama
1,2,6050.0,Bebidas,Pequeña,Region Aysen del General Carlos IbaNez del Campo
4,2,840.0,Bebidas,Pequeña,Region Aysen del General Carlos IbaNez del Campo
12,2,12264.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
25,2,7675.0,"Frutas, verduras y frutos secos",Pequeña,Region de Valparaiso
7,2,37023.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
14,2,31024.0,"Frutas, verduras y frutos secos",Pequeña,Region de los Lagos
3,2,9042.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
4,2,12064.0,Productos lácteos y huevos,Pequeña,Region de los Lagos
20,2,11760.0,"Frutas, verduras y frutos secos",Pequeña,Region de Antofagasta
5,2,16850.0,"Chocolates, azúcares, edulcorantes y productos de confitería",Pequeña,Region de Tarapaca
1,2,4076.0,Cereales y Legumbres,Pequeña,Region Aysen del General Carlos IbaNez del Campo
80,2,135200.0,"Frutas, verduras y frutos secos",Pequeña,Region Aysen del General Carlos IbaNez del Campo
